,Sleep quality,Sleep Notes,Heart rate,Activity (steps),Time in bed in minutes,Day,Month,Year,Date,Bedtime,Woke up,Mood (out of 3),Away from home,Drinking alcohol,Incense,Stressful day,🙂,Aerial,🙁,Pole fitness,Worked out,Climbing,Feeling ill 🤒,Swimming ,Totm,Cycled to work,Games night,🙈,Dance,Pilates,Water workout
309,78.0,,81,12561,507.99999999999994,08,06,2019,2019-06-08,20:37,05:05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,72.0,Away from home:🙁,75,2957,382.0,09,06,2019,2019-06-09,21:28,03:50,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,92.0,,85,16529,596.0,10,06,2019,2019-06-10,20:14,06:10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,98.0,,86,10039,567.9999999999999,11,06,2019,2019-06-11,20:55,06:23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,82.0,Away from home:🙁,87,12685,471.0,12,06,2019,2019-06-12,22:22,06:13,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,91.0,,119,8297,603.9999999999999,13,06,2019,2019-06-13,20:19,06:23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,85.0,,86,19137,433.99999999999994,15,06,2019,2019-06-15,23:54,07:09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,98.0,Away from home:🙁,85,10157,531.0,16,06,2019,2019-06-16,21:07,05:59,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
317,62.0,🙁,74,22542,323.00000000000006,18,06,2019,2019-06-18,00:01,05:25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,81.0,,94,11748,471.0,19,06,2019,2019-06-19,22:26,06:18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,83.0,Away from home:🙁,80,12360,429.0,20,06,2019,2019-06-20,22:18,05:28,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
320,51.0,,80,10321,386.99999999999994,21,06,2019,2019-06-21,22:22,04:50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,74.0,,79,8110,425.0,27,06,2019,2019-06-27,00:43,07:48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,38.0,Away from home:Drinking alcohol,99,5041,192.0,28,06,2019,2019-06-28,03:48,07:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,54.0,,95,7106,293.0,30,06,2019,2019-06-30,02:48,07:42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,87.0,Pole fitness:Stressful day,86,9636,435.00000000000006,01,07,2019,2019-07-01,23:19,06:35,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,96.0,,85,5051,499.99999999999994,04,07,2019,2019-07-04,23:01,07:21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,85.0,,79,7471,446.99999999999994,07,07,2019,2019-07-07,23:23,06:50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,91.0,,97,13508,475.0,13,07,2019,2019-07-13,00:10,08:05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,87.0,,81,7833,436.0,15,07,2019,2019-07-15,00:16,07:33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,55.0,Cycled to work,71,7800,378.0,17,07,2019,2019-07-17,00:14,06:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,77.0,Climbing:Pole fitness:Stressful day,91,7700,383.00000000000006,18,07,2019,2019-07-18,00:11,06:34,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
332,46.0,,83,8724,238.0,18,07,2019,2019-07-18,23:37,03:35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,56.0,Stressful day,69,11952,281.0,20,07,2019,2019-07-20,06:28,11:10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,88.0,,77,21629,454.0,22,07,2019,2019-07-22,03:31,11:05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,93.0,,89,17593,611.0,24,07,2019,2019-07-24,02:36,12:48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,77.0,,82,12324,580.0,26,07,2019,2019-07-26,02:07,11:48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,96.0,,67,3436,479.0,18,09,2019,2019-09-18,23:02,07:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
